0	0.000000	0.000000	0.000000
0.05	0.0537191	5.709120077475e-05	-0.00219714748979879
0.1	0.1074382	0.000243750339778	-0.00482390577014507
0.15	0.1611573	0.00058305572202825	-0.00788027484103885
0.2	0.2148764	0.001098085652544	-0.0113662547024801
0.25	0.2685955	0.00181191843634375	-0.0152818453544689
0.3	0.3223146	0.002747632378446	-0.0196270467970052
0.35	0.3760337	0.00392830578386925	-0.0244018590300889
0.4	0.4297528	0.005377016957632	-0.0296062820537202
0.45	0.4834719	0.00711684420475275	-0.0352403158678989
0.5	0.537191	0.00917086583025	-0.0413039604726252
0.55	0.5909101	0.0115621601391423	-0.0477972158678989
0.6	0.6446292	0.014313805436448	-0.0547200820537202
0.65	0.6983483	0.0174488800271858	-0.0620725590300889
0.7	0.7520674	0.020990462216374	-0.0698546467970051
0.75	0.8057865	0.0249616303090312	-0.0780663453544689
0.8	0.8595056	0.029385462610176	-0.0867076547024801
0.85	0.9132247	0.0342850374248267	-0.0957785748410388
0.9	0.9669438	0.039683433058002	-0.105279105770145
0.95	1.0206629	0.0456037278147202	-0.115209247489799
1	1.074382	0.052069	-0.125569
1.05	1.12793715	0.0590169901971214	-0.13394655555085
1.1	1.1814923	0.066420883970251	-0.142594573675295
1.15	1.23504745	0.0742951659830871	-0.151513054373335
1.2	1.2886026	0.082654320899328	-0.16070199764497
1.25	1.34215775	0.0915128333826719	-0.170161403490199
1.3	1.3957129	0.100885188096817	-0.179891271909023
1.35	1.44926805	0.110785869705462	-0.189891602901441
1.4	1.5028232	0.121229362872304	-0.200162396467455
1.45	1.55637835	0.132230152261042	-0.210703652607063
1.5	1.6099335	0.143802722535375	-0.221515371320265
1.55	1.66348865	0.155961558359	-0.232597552607063
1.6	1.7170438	0.168721144395616	-0.243950196467455
1.65	1.77059895	0.182095965308921	-0.255573302901441
1.7	1.8241541	0.196100505762613	-0.267466871909023
1.75	1.87770925	0.210749250420391	-0.279630903490199
1.8	1.9312644	0.226056683945952	-0.29206539764497
1.85	1.98481955	0.242037291002995	-0.304770354373335
1.9	2.0383747	0.258705556255219	-0.317745773675295
1.95	2.09192985	0.276075964366321	-0.33099165555085
2	2.145485	0.294163	-0.344508
2.05	2.1992348	0.312452834479331	-0.335891204940697
2.1	2.2529846	0.330254474628764	-0.3263425619929
2.15	2.3067344	0.347517833810663	-0.315862071156609
2.2	2.3604842	0.364192825387392	-0.304449732431823
2.25	2.414234	0.380229362721313	-0.292105545818543
2.3	2.4679838	0.395577359174788	-0.278829511316768
2.35	2.5217336	0.410186728110182	-0.264621628926498
2.4	2.5754834	0.424007382889856	-0.249481898647735
2.45	2.6292332	0.436989236876175	-0.233410320480476
2.5	2.682983	0.4490822034315	-0.216406894424723
2.55	2.7367328	0.460236195918196	-0.198471620480476
2.6	2.7904826	0.470401127698624	-0.179604498647735
2.65	2.8442324	0.479526912135149	-0.159805528926498
2.7	2.8979822	0.487563462590132	-0.139074711316768
2.75	2.951732	0.494460692425937	-0.117412045818543
2.8	3.0054818	0.500168515004928	-0.094817532431823
2.85	3.0592316	0.504636843689467	-0.0712911711566091
2.9	3.1129814	0.507815591841916	-0.0468329619929005
2.95	3.1667312	0.50965467282464	-0.0214429049406976
3	3.220481	0.510104	0.004879
3.05	3.27075645	0.509125035540457	0.0337435695565281
3.1	3.3210319	0.506743377420828	0.0606793423176321
3.15	3.37130735	0.503055996767961	0.0856863182833122
3.2	3.4215828	0.498159864708704	0.108764497453568
3.25	3.47185825	0.492151952369906	0.1299138798284
3.3	3.5221337	0.485129230878416	0.149134465407808
3.35	3.57240915	0.477188671361082	0.166426254191792
3.4	3.6226846	0.468427244944752	0.181789246180352
3.45	3.67296005	0.458941922756275	0.195223441373488
3.5	3.7232355	0.4488296759225	0.2067288397712
3.55	3.77351095	0.438187475570275	0.216305441373488
3.6	3.8237864	0.427112292826448	0.223953246180352
3.65	3.87406185	0.415701098817868	0.229672254191792
3.7	3.9243373	0.404050864671384	0.233462465407808
3.75	3.97461275	0.392258561513844	0.2353238798284
3.8	4.0248882	0.380421160472096	0.235256497453568
3.85	4.07516365	0.368635632672989	0.233260318283312
3.9	4.1254391	0.356998949243372	0.229335342317632
3.95	4.17571455	0.345608081310093	0.223481569556528
4	4.225990	0.334560	0.215699
4.05	4.2762499	0.323823338214011	0.21157383134184
4.1	4.3265098	0.313289908380326	0.207611759384539
4.15	4.3767697	0.30295151327507	0.203812784128097
