    0           1.68337700          -242.547053                    0 
    1           0.37055000          -242.811349            -0.264296 
    2           0.68679300          -242.778075            -0.231022 
    3           0.60345500          -242.803016            -0.255963 
    4           0.40750200          -242.840998            -0.293945 
    5           0.23204500          -242.875748            -0.328694 
    6           0.15237200          -242.894868            -0.347815 
    7           0.26969700          -242.895278            -0.348225 
    8           0.26071900          -242.896074            -0.349021 
    9           0.23862100          -242.897580            -0.350526 
   10           0.21250700          -242.899596            -0.352543 
   11           0.17148600          -242.901852            -0.354799 
   12           0.13125000          -242.904019            -0.356966 
   13           0.08987000          -242.905750            -0.358697 
   14           0.09002500          -242.906977            -0.359924 
   15           0.09457700          -242.907631            -0.360578 
   16           0.11997200          -242.907919            -0.360865 
   17           0.16097300          -242.908674            -0.361621 
   18           0.18353900          -242.910967            -0.363914 
   19           0.17834600          -242.915667            -0.368614 
   20           0.12805900          -242.922653              -0.3756 
   21           0.07488600          -242.930263             -0.38321 
   22           0.05874200          -242.936215            -0.389162 
   23           0.07717400          -242.940086            -0.393032 
   24           0.10172800          -242.943046            -0.395993 
   25           0.09384400          -242.943504            -0.396451 
   26           0.07927600          -242.944302            -0.397249 
   27           0.05557200          -242.945274             -0.39822 
   28           0.03604100          -242.946253              -0.3992 
   29           0.03597800          -242.947133            -0.400079 
   30           0.04075300          -242.947945            -0.400892 
   31           0.03927900          -242.948789            -0.401736 
   32           0.05210800          -242.949760            -0.402707 
   33           0.06830400          -242.950913             -0.40386 
   34           0.09743100          -242.952018            -0.404965 
   35           0.10262100          -242.952572            -0.405519 
   36           0.06937000          -242.951806            -0.404753 
   37           0.05328100          -242.949652            -0.402599 
   38           0.11326100          -242.948273             -0.40122 
   39           0.11887200          -242.949345            -0.402291 
   40           0.08994600          -242.953041            -0.405987 
   41           0.07094000          -242.958262            -0.411209 
   42           0.04081000          -242.963396            -0.416343 
   43           0.08508300          -242.966883             -0.41983 
   44           0.03334600          -242.972674            -0.425621 
   45           0.03222900          -242.973426            -0.426373 
   46           0.02761900          -242.974712            -0.427659 
   47           0.05606700          -242.975970            -0.428916 
   48           0.07525900          -242.976781            -0.429728 
   49           0.06666400          -242.977008            -0.429955 
   50           0.03123900          -242.976540            -0.429487 
   51           0.01867900          -242.975537            -0.428483 
   52           0.04921800          -242.974457            -0.427404 
   53           0.01844200          -242.974620            -0.427567 
   54           0.05591800          -242.974792            -0.427739 
   55           0.04322500          -242.974817            -0.427764 
   56           0.02324900          -242.974711            -0.427658 
   57           0.01557000          -242.974548            -0.427495 
   58           0.03648400          -242.974429            -0.427376 
   59           0.05711300          -242.974450            -0.427397 
   60           0.06619700          -242.974740            -0.427687 
   61           0.05918100          -242.975401            -0.428347 
   62           0.03003300          -242.976422            -0.429368 
   63           0.01616300          -242.977609            -0.430556 
   64           0.01062500          -242.977610            -0.430557 
   65           0.01651800          -242.977628            -0.430575 
   66           0.02820700          -242.977686            -0.430633 
   67           0.02947400          -242.977799            -0.430746 
   68           0.01312800          -242.977964            -0.430911 
   69           0.02989600          -242.978148            -0.431094 
   70           0.08495700          -242.978257            -0.431204 
   71           0.12169400          -242.978153              -0.4311 
   72           0.10843100          -242.977688            -0.430635 
   73           0.04169100          -242.976768            -0.429715 
   74           0.02661300          -242.975510            -0.428457 
   75           0.02417200          -242.974468            -0.427415 
   76           0.02698300          -242.973663             -0.42661 
   77           0.02148800          -242.972610            -0.425557 
   78           0.07877600          -242.971595            -0.424542 
   79           0.06945500          -242.971798            -0.424745 
   80           0.05567900          -242.972174            -0.425121 
   81           0.04145100          -242.972667            -0.425614 
   82           0.03421200          -242.973224            -0.426171 
